user_id,customer_segment,journey_path,touchpoints,converted,revenue,final_state,first_touch,last_touch,journey_end
USR_002386,cold,google_search > email_nurture > whatsapp_trigger > DROP_OFF,4,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-07-05 14:00:00
USR_002387,warm,meta_awareness > email_nurture > CONVERSION,3,1,488.95,CONVERSION,meta_awareness,email_nurture,2025-03-24 16:00:00
USR_002388,cold,meta_awareness > email_nurture > DROP_OFF,3,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-06-23 12:00:00
USR_002389,warm,google_search > email_nurture > whatsapp_trigger > CONVERSION,4,1,229.4,CONVERSION,google_search,whatsapp_trigger,2025-12-16 13:00:00
USR_002390,hot,google_search > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-09-25 10:00:00
USR_002391,warm,meta_awareness > meta_conversion > CONVERSION,3,1,293.2,CONVERSION,meta_awareness,meta_conversion,2025-04-11 05:00:00
USR_002392,hot,organic_search > email_nurture > CONVERSION,3,1,1285.66,CONVERSION,organic_search,email_nurture,2025-09-03 14:00:00
USR_002393,cold,google_search > whatsapp_trigger > meta_conversion > CONVERSION,4,1,83.85,CONVERSION,google_search,meta_conversion,2025-01-24 09:00:00
USR_002394,cold,meta_awareness > meta_conversion > whatsapp_trigger > CONVERSION,4,1,127.07,CONVERSION,meta_awareness,whatsapp_trigger,2025-02-08 11:00:00
USR_002395,warm,organic_search > email_nurture > meta_conversion > email_nurture > whatsapp_trigger > DROP_OFF,6,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-11-25 23:00:00
USR_002396,cold,google_search > CONVERSION,2,1,90.07,CONVERSION,google_search,google_search,2025-04-17 11:00:00
USR_002397,hot,meta_awareness > whatsapp_trigger > DROP_OFF,3,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-02-04 03:00:00
USR_002398,cold,meta_awareness > meta_conversion > whatsapp_trigger > DROP_OFF,4,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-08-10 14:00:00
USR_002399,cold,meta_awareness > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-09-22 09:00:00
USR_002400,warm,meta_awareness > email_nurture > meta_conversion > CONVERSION,4,1,439.2,CONVERSION,meta_awareness,meta_conversion,2025-11-19 04:00:00
USR_002401,warm,google_search > DROP_OFF,2,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-05-14 19:00:00
USR_002402,warm,meta_awareness > meta_conversion > CONVERSION,3,1,265.39,CONVERSION,meta_awareness,meta_conversion,2025-12-05 08:00:00
USR_002403,warm,organic_search > google_search > meta_conversion > DROP_OFF,4,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-08-01 11:00:00
USR_002404,cold,google_display > google_search > CONVERSION,3,1,98.97,CONVERSION,google_display,google_search,2025-10-21 15:00:00
USR_002405,cold,google_search > email_nurture > CONVERSION,3,1,138.42,CONVERSION,google_search,email_nurture,2025-12-06 07:00:00
USR_002406,cold,google_search > DROP_OFF,2,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-06-13 15:00:00
USR_002407,warm,organic_search > email_nurture > meta_conversion > whatsapp_trigger > CONVERSION,5,1,393.08,CONVERSION,organic_search,whatsapp_trigger,2025-10-24 00:00:00
USR_002408,warm,meta_awareness > meta_conversion > whatsapp_trigger > CONVERSION,4,1,263.65,CONVERSION,meta_awareness,whatsapp_trigger,2025-01-23 12:00:00
USR_002409,warm,google_display > google_search > DROP_OFF,3,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-04-28 18:00:00
USR_002410,cold,google_display > google_search > whatsapp_trigger > CONVERSION,4,1,139.54,CONVERSION,google_display,whatsapp_trigger,2025-08-21 06:00:00
USR_002411,warm,google_search > meta_conversion > whatsapp_trigger > meta_conversion > CONVERSION,5,1,104.28,CONVERSION,google_search,meta_conversion,2025-12-17 05:00:00
USR_002412,warm,google_display > google_search > meta_conversion > CONVERSION,4,1,175.53,CONVERSION,google_display,meta_conversion,2025-05-17 05:00:00
USR_002413,cold,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-03-11 18:00:00
USR_002414,cold,google_search > whatsapp_trigger > CONVERSION,3,1,96.01,CONVERSION,google_search,whatsapp_trigger,2025-06-17 00:00:00
USR_002415,warm,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-06-11 12:00:00
USR_002416,warm,organic_search > meta_awareness > whatsapp_trigger > CONVERSION,4,1,457.86,CONVERSION,organic_search,whatsapp_trigger,2025-02-27 08:00:00
USR_002417,cold,organic_search > google_search > email_nurture > whatsapp_trigger > DROP_OFF,5,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-11-05 12:00:00
USR_002418,cold,meta_awareness > whatsapp_trigger > CONVERSION,3,1,147.85,CONVERSION,meta_awareness,whatsapp_trigger,2025-12-24 16:00:00
USR_002419,cold,meta_awareness > meta_conversion > CONVERSION,3,1,128.7,CONVERSION,meta_awareness,meta_conversion,2025-07-28 10:00:00
USR_002420,warm,google_display > meta_conversion > whatsapp_trigger > meta_conversion > whatsapp_trigger > CONVERSION,6,1,229.16,CONVERSION,google_display,whatsapp_trigger,2025-12-31 15:00:00
USR_002421,warm,organic_search > meta_awareness > email_nurture > CONVERSION,4,1,276.8,CONVERSION,organic_search,email_nurture,2025-01-12 05:00:00
USR_002422,cold,organic_search > google_search > DROP_OFF,3,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-12-17 21:00:00
USR_002423,cold,google_search > meta_conversion > whatsapp_trigger > CONVERSION,4,1,80.28,CONVERSION,google_search,whatsapp_trigger,2025-01-30 11:00:00
USR_002424,cold,organic_search > google_search > meta_conversion > CONVERSION,4,1,60.09,CONVERSION,organic_search,meta_conversion,2025-02-15 21:00:00
USR_002425,warm,meta_awareness > meta_conversion > CONVERSION,3,1,300.38,CONVERSION,meta_awareness,meta_conversion,2025-05-25 06:00:00
USR_002426,hot,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-04-10 09:00:00
USR_002427,hot,organic_search > meta_awareness > email_nurture > DROP_OFF,4,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-10-04 01:00:00
USR_002428,hot,meta_awareness > meta_conversion > whatsapp_trigger > CONVERSION,4,1,1228.75,CONVERSION,meta_awareness,whatsapp_trigger,2025-01-02 23:00:00
USR_002429,warm,google_search > DROP_OFF,2,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-03-27 00:00:00
USR_002430,cold,organic_search > email_nurture > whatsapp_trigger > meta_conversion > email_nurture > DROP_OFF,6,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-05-15 02:00:00
USR_002431,warm,organic_search > email_nurture > DROP_OFF,3,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-05-20 01:00:00
USR_002432,cold,organic_search > email_nurture > CONVERSION,3,1,132.96,CONVERSION,organic_search,email_nurture,2025-03-10 23:00:00
USR_002433,cold,google_search > email_nurture > whatsapp_trigger > meta_conversion > email_nurture > DROP_OFF,6,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-07-14 21:00:00
USR_002434,cold,organic_search > meta_awareness > meta_conversion > CONVERSION,4,1,104.03,CONVERSION,organic_search,meta_conversion,2025-04-28 20:00:00
USR_002435,cold,organic_search > google_search > whatsapp_trigger > meta_conversion > CONVERSION,5,1,126.31,CONVERSION,organic_search,meta_conversion,2025-09-06 11:00:00
USR_002436,warm,meta_awareness > whatsapp_trigger > CONVERSION,3,1,342.16,CONVERSION,meta_awareness,whatsapp_trigger,2025-11-16 21:00:00
USR_002437,cold,organic_search > google_search > meta_conversion > whatsapp_trigger > CONVERSION,5,1,80.67,CONVERSION,organic_search,whatsapp_trigger,2025-12-26 00:00:00
USR_002438,cold,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-01-06 09:00:00
USR_002439,warm,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-03-26 17:00:00
USR_002440,cold,google_search > email_nurture > CONVERSION,3,1,135.02,CONVERSION,google_search,email_nurture,2025-02-03 12:00:00
USR_002441,hot,organic_search > google_search > meta_conversion > email_nurture > CONVERSION,5,1,2290.72,CONVERSION,organic_search,email_nurture,2025-05-01 03:00:00
USR_002442,warm,meta_awareness > meta_conversion > whatsapp_trigger > CONVERSION,4,1,151.89,CONVERSION,meta_awareness,whatsapp_trigger,2025-02-22 20:00:00
USR_002443,hot,google_search > whatsapp_trigger > CONVERSION,3,1,1183.42,CONVERSION,google_search,whatsapp_trigger,2025-05-16 16:00:00
USR_002444,cold,google_search > meta_conversion > CONVERSION,3,1,132.45,CONVERSION,google_search,meta_conversion,2025-04-09 02:00:00
USR_002445,cold,google_search > DROP_OFF,2,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-12-17 22:00:00
USR_002446,warm,organic_search > email_nurture > whatsapp_trigger > CONVERSION,4,1,305.28,CONVERSION,organic_search,whatsapp_trigger,2025-02-08 19:00:00
USR_002447,cold,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-10-12 20:00:00
USR_002448,hot,google_search > whatsapp_trigger > CONVERSION,3,1,1612.07,CONVERSION,google_search,whatsapp_trigger,2025-01-26 22:00:00
USR_002449,warm,meta_awareness > meta_conversion > whatsapp_trigger > CONVERSION,4,1,236.35,CONVERSION,meta_awareness,whatsapp_trigger,2026-01-03 01:00:00
USR_002450,warm,organic_search > meta_awareness > whatsapp_trigger > CONVERSION,4,1,492.88,CONVERSION,organic_search,whatsapp_trigger,2025-06-03 17:00:00
USR_002451,hot,organic_search > email_nurture > CONVERSION,3,1,1748.45,CONVERSION,organic_search,email_nurture,2025-07-20 22:00:00
USR_002452,warm,meta_awareness > meta_conversion > whatsapp_trigger > CONVERSION,4,1,378.3,CONVERSION,meta_awareness,whatsapp_trigger,2025-07-30 04:00:00
USR_002453,cold,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-12-30 05:00:00
USR_002454,cold,meta_awareness > meta_conversion > whatsapp_trigger > meta_conversion > whatsapp_trigger > CONVERSION,6,1,113.18,CONVERSION,meta_awareness,whatsapp_trigger,2025-01-16 03:00:00
USR_002455,warm,google_search > email_nurture > meta_conversion > whatsapp_trigger > DROP_OFF,5,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-07-26 06:00:00
USR_002456,cold,meta_awareness > email_nurture > whatsapp_trigger > meta_conversion > whatsapp_trigger > DROP_OFF,6,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-04-22 07:00:00
USR_002457,cold,google_display > email_nurture > meta_conversion > CONVERSION,4,1,139.69,CONVERSION,google_display,meta_conversion,2025-07-15 04:00:00
USR_002458,hot,meta_awareness > email_nurture > CONVERSION,3,1,1671.19,CONVERSION,meta_awareness,email_nurture,2025-07-30 07:00:00
USR_002459,cold,meta_awareness > meta_conversion > CONVERSION,3,1,129.98,CONVERSION,meta_awareness,meta_conversion,2025-11-11 05:00:00
USR_002460,cold,meta_awareness > email_nurture > meta_conversion > whatsapp_trigger > CONVERSION,5,1,124.54,CONVERSION,meta_awareness,whatsapp_trigger,2025-03-07 06:00:00
USR_002461,warm,google_search > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-03-21 22:00:00
USR_002462,warm,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-10-28 11:00:00
USR_002463,cold,meta_awareness > whatsapp_trigger > CONVERSION,3,1,108.22,CONVERSION,meta_awareness,whatsapp_trigger,2025-04-20 18:00:00
USR_002464,cold,organic_search > meta_awareness > meta_conversion > email_nurture > whatsapp_trigger > CONVERSION,6,1,96.01,CONVERSION,organic_search,whatsapp_trigger,2025-04-17 22:00:00
USR_002465,warm,meta_awareness > meta_conversion > whatsapp_trigger > CONVERSION,4,1,157.62,CONVERSION,meta_awareness,whatsapp_trigger,2025-09-13 23:00:00
USR_002466,cold,google_display > google_search > meta_conversion > DROP_OFF,4,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-11-09 17:00:00
USR_002467,cold,meta_awareness > meta_conversion > email_nurture > whatsapp_trigger > CONVERSION,5,1,52.55,CONVERSION,meta_awareness,whatsapp_trigger,2025-04-16 03:00:00
USR_002468,cold,google_display > google_search > DROP_OFF,3,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-07-03 20:00:00
USR_002469,cold,meta_awareness > email_nurture > DROP_OFF,3,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-10-10 16:00:00
USR_002470,warm,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-03-22 23:00:00
USR_002471,cold,google_search > whatsapp_trigger > CONVERSION,3,1,71.84,CONVERSION,google_search,whatsapp_trigger,2025-02-07 03:00:00
USR_002472,cold,organic_search > google_search > DROP_OFF,3,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-10-27 22:00:00
USR_002473,warm,google_search > whatsapp_trigger > CONVERSION,3,1,489.03,CONVERSION,google_search,whatsapp_trigger,2025-11-13 04:00:00
USR_002474,cold,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-04-08 15:00:00
USR_002475,cold,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-11-14 20:00:00
USR_002476,cold,meta_awareness > meta_conversion > whatsapp_trigger > meta_conversion > CONVERSION,5,1,62.34,CONVERSION,meta_awareness,meta_conversion,2025-10-02 10:00:00
USR_002477,cold,google_display > email_nurture > CONVERSION,3,1,115.83,CONVERSION,google_display,email_nurture,2025-08-03 17:00:00
USR_002478,cold,google_display > email_nurture > whatsapp_trigger > CONVERSION,4,1,68.33,CONVERSION,google_display,whatsapp_trigger,2025-07-07 01:00:00
USR_002479,warm,meta_awareness > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-08-04 22:00:00
USR_002480,warm,google_search > DROP_OFF,2,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-04-02 15:00:00
USR_002481,cold,google_search > meta_conversion > CONVERSION,3,1,72.36,CONVERSION,google_search,meta_conversion,2025-03-14 13:00:00
USR_002482,cold,google_display > google_search > meta_conversion > DROP_OFF,4,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-09-11 11:00:00
USR_002483,hot,google_search > whatsapp_trigger > CONVERSION,3,1,1538.98,CONVERSION,google_search,whatsapp_trigger,2025-10-09 22:00:00
USR_002484,warm,organic_search > meta_awareness > DROP_OFF,3,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-10-11 16:00:00
USR_002485,cold,organic_search > meta_awareness > meta_conversion > email_nurture > meta_conversion > DROP_OFF,6,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-09-06 14:00:00
USR_002486,cold,google_display > google_search > meta_conversion > DROP_OFF,4,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-05-24 06:00:00
USR_002487,warm,google_display > meta_conversion > whatsapp_trigger > DROP_OFF,4,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-10-16 09:00:00
USR_002488,cold,google_display > email_nurture > meta_conversion > DROP_OFF,4,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-02-22 16:00:00
USR_002489,cold,organic_search > meta_awareness > meta_conversion > CONVERSION,4,1,111.97,CONVERSION,organic_search,meta_conversion,2025-11-28 05:00:00
USR_002490,hot,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-10-14 16:00:00
USR_002491,cold,google_search > email_nurture > meta_conversion > email_nurture > whatsapp_trigger > CONVERSION,6,1,123.5,CONVERSION,google_search,whatsapp_trigger,2025-02-06 16:00:00
USR_002492,cold,google_display > meta_conversion > email_nurture > whatsapp_trigger > CONVERSION,5,1,67.38,CONVERSION,google_display,whatsapp_trigger,2025-02-25 07:00:00
USR_002493,cold,meta_awareness > email_nurture > whatsapp_trigger > CONVERSION,4,1,138.64,CONVERSION,meta_awareness,whatsapp_trigger,2025-07-14 20:00:00
USR_002494,cold,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-12-14 21:00:00
USR_002495,hot,meta_awareness > whatsapp_trigger > DROP_OFF,3,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-06-13 23:00:00
USR_002496,cold,organic_search > meta_awareness > whatsapp_trigger > CONVERSION,4,1,144.81,CONVERSION,organic_search,whatsapp_trigger,2025-01-11 11:00:00
USR_002497,cold,google_display > meta_conversion > CONVERSION,3,1,85.52,CONVERSION,google_display,meta_conversion,2025-06-21 06:00:00
USR_002498,warm,organic_search > google_search > DROP_OFF,3,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-03-29 11:00:00
USR_002499,cold,organic_search > google_search > DROP_OFF,3,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-01-13 03:00:00
USR_002500,warm,google_display > meta_conversion > CONVERSION,3,1,238.25,CONVERSION,google_display,meta_conversion,2025-01-28 04:00:00
USR_002501,cold,google_search > meta_conversion > whatsapp_trigger > DROP_OFF,4,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-02-06 04:00:00
USR_002502,cold,organic_search > google_search > DROP_OFF,3,0,0.0,DROP_OFF,organic_search,DROP_OFF,2026-01-03 02:00:00
USR_002503,cold,google_display > google_search > meta_conversion > whatsapp_trigger > CONVERSION,5,1,132.86,CONVERSION,google_display,whatsapp_trigger,2025-03-05 06:00:00
USR_002504,cold,meta_awareness > meta_conversion > whatsapp_trigger > CONVERSION,4,1,88.27,CONVERSION,meta_awareness,whatsapp_trigger,2025-11-06 11:00:00
USR_002505,warm,google_display > google_search > meta_conversion > CONVERSION,4,1,431.54,CONVERSION,google_display,meta_conversion,2025-07-14 12:00:00
USR_002506,cold,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-08-28 03:00:00
USR_002507,cold,meta_awareness > meta_conversion > whatsapp_trigger > CONVERSION,4,1,57.62,CONVERSION,meta_awareness,whatsapp_trigger,2025-07-16 22:00:00
USR_002508,cold,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-09-15 16:00:00
USR_002509,warm,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-06-14 16:00:00
USR_002510,cold,google_search > CONVERSION,2,1,122.97,CONVERSION,google_search,google_search,2025-06-06 06:00:00
USR_002511,hot,google_search > meta_conversion > email_nurture > DROP_OFF,4,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-10-14 08:00:00
USR_002512,warm,google_display > email_nurture > whatsapp_trigger > CONVERSION,4,1,234.94,CONVERSION,google_display,whatsapp_trigger,2025-07-21 15:00:00
USR_002513,cold,organic_search > email_nurture > meta_conversion > CONVERSION,4,1,116.58,CONVERSION,organic_search,meta_conversion,2025-05-09 05:00:00
USR_002514,hot,google_display > google_search > email_nurture > DROP_OFF,4,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-10-26 13:00:00
USR_002515,warm,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-01-05 09:00:00
USR_002516,hot,meta_awareness > meta_conversion > whatsapp_trigger > CONVERSION,4,1,2315.5,CONVERSION,meta_awareness,whatsapp_trigger,2025-05-08 04:00:00
USR_002517,cold,meta_awareness > meta_conversion > email_nurture > whatsapp_trigger > CONVERSION,5,1,110.54,CONVERSION,meta_awareness,whatsapp_trigger,2025-10-15 11:00:00
USR_002518,cold,google_display > email_nurture > meta_conversion > CONVERSION,4,1,54.96,CONVERSION,google_display,meta_conversion,2025-08-04 02:00:00
USR_002519,cold,organic_search > google_search > CONVERSION,3,1,135.43,CONVERSION,organic_search,google_search,2025-10-02 14:00:00
USR_002520,hot,organic_search > google_search > meta_conversion > email_nurture > whatsapp_trigger > CONVERSION,6,1,2464.58,CONVERSION,organic_search,whatsapp_trigger,2025-11-03 03:00:00
USR_002521,warm,google_display > meta_conversion > CONVERSION,3,1,321.97,CONVERSION,google_display,meta_conversion,2025-04-10 19:00:00
USR_002522,hot,google_search > DROP_OFF,2,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-12-20 23:00:00
USR_002523,warm,google_search > CONVERSION,2,1,240.6,CONVERSION,google_search,google_search,2025-10-03 00:00:00
USR_002524,cold,organic_search > google_search > meta_conversion > whatsapp_trigger > CONVERSION,5,1,63.87,CONVERSION,organic_search,whatsapp_trigger,2025-06-05 23:00:00
USR_002525,cold,meta_awareness > whatsapp_trigger > meta_conversion > CONVERSION,4,1,90.55,CONVERSION,meta_awareness,meta_conversion,2025-12-14 22:00:00
USR_002526,warm,google_display > email_nurture > DROP_OFF,3,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-05-23 02:00:00
USR_002527,hot,google_search > DROP_OFF,2,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-03-04 21:00:00
USR_002528,warm,meta_awareness > whatsapp_trigger > CONVERSION,3,1,153.55,CONVERSION,meta_awareness,whatsapp_trigger,2025-04-15 12:00:00
USR_002529,cold,google_search > meta_conversion > whatsapp_trigger > DROP_OFF,4,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-06-18 15:00:00
USR_002530,hot,google_display > email_nurture > CONVERSION,3,1,1051.07,CONVERSION,google_display,email_nurture,2025-03-06 21:00:00
USR_002531,warm,meta_awareness > meta_conversion > whatsapp_trigger > CONVERSION,4,1,187.64,CONVERSION,meta_awareness,whatsapp_trigger,2025-10-25 10:00:00
USR_002532,warm,organic_search > google_search > DROP_OFF,3,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-04-11 10:00:00
USR_002533,warm,google_display > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-11-03 04:00:00
USR_002534,cold,meta_awareness > meta_conversion > email_nurture > DROP_OFF,4,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-05-15 10:00:00
USR_002535,hot,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-10-17 14:00:00
USR_002536,cold,google_display > meta_conversion > CONVERSION,3,1,83.35,CONVERSION,google_display,meta_conversion,2025-02-24 23:00:00
USR_002537,cold,meta_awareness > meta_conversion > CONVERSION,3,1,54.43,CONVERSION,meta_awareness,meta_conversion,2025-04-14 03:00:00
USR_002538,warm,organic_search > google_search > meta_conversion > email_nurture > whatsapp_trigger > meta_conversion > whatsapp_trigger > meta_conversion > whatsapp_trigger > meta_conversion > CONVERSION,11,1,439.52,CONVERSION,organic_search,meta_conversion,2025-02-23 16:00:00
USR_002539,cold,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-02-14 21:00:00
USR_002540,cold,google_search > email_nurture > whatsapp_trigger > CONVERSION,4,1,85.04,CONVERSION,google_search,whatsapp_trigger,2025-02-23 16:00:00
USR_002541,warm,meta_awareness > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-03-12 15:00:00
USR_002542,cold,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-06-13 02:00:00
USR_002543,cold,google_display > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-12-31 20:00:00
USR_002544,warm,google_search > whatsapp_trigger > CONVERSION,3,1,149.0,CONVERSION,google_search,whatsapp_trigger,2025-07-14 18:00:00
USR_002545,cold,organic_search > email_nurture > CONVERSION,3,1,53.03,CONVERSION,organic_search,email_nurture,2025-02-04 03:00:00
USR_002546,warm,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-11-15 18:00:00
USR_002547,warm,google_display > email_nurture > CONVERSION,3,1,443.1,CONVERSION,google_display,email_nurture,2025-05-16 23:00:00
USR_002548,cold,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-09-20 15:00:00
USR_002549,hot,meta_awareness > email_nurture > meta_conversion > CONVERSION,4,1,2249.62,CONVERSION,meta_awareness,meta_conversion,2025-06-22 22:00:00
USR_002550,warm,meta_awareness > email_nurture > whatsapp_trigger > CONVERSION,4,1,474.73,CONVERSION,meta_awareness,whatsapp_trigger,2025-11-18 08:00:00
USR_002551,warm,google_search > meta_conversion > whatsapp_trigger > CONVERSION,4,1,377.32,CONVERSION,google_search,whatsapp_trigger,2025-04-05 20:00:00
USR_002552,warm,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-09-20 18:00:00
USR_002553,cold,google_display > email_nurture > whatsapp_trigger > CONVERSION,4,1,68.63,CONVERSION,google_display,whatsapp_trigger,2025-04-25 14:00:00
USR_002554,cold,organic_search > meta_awareness > whatsapp_trigger > CONVERSION,4,1,114.4,CONVERSION,organic_search,whatsapp_trigger,2025-02-15 01:00:00
USR_002555,cold,meta_awareness > whatsapp_trigger > CONVERSION,3,1,104.28,CONVERSION,meta_awareness,whatsapp_trigger,2025-08-29 07:00:00
USR_002556,cold,meta_awareness > whatsapp_trigger > meta_conversion > CONVERSION,4,1,78.56,CONVERSION,meta_awareness,meta_conversion,2025-06-17 09:00:00
USR_002557,hot,google_display > email_nurture > meta_conversion > email_nurture > CONVERSION,5,1,1620.82,CONVERSION,google_display,email_nurture,2025-08-07 06:00:00
USR_002558,warm,organic_search > meta_awareness > whatsapp_trigger > DROP_OFF,4,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-01-29 03:00:00
USR_002559,hot,google_search > whatsapp_trigger > CONVERSION,3,1,644.98,CONVERSION,google_search,whatsapp_trigger,2025-02-16 10:00:00
USR_002560,cold,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-05-11 12:00:00
USR_002561,cold,google_display > google_search > meta_conversion > whatsapp_trigger > DROP_OFF,5,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-05-26 19:00:00
USR_002562,cold,organic_search > google_search > CONVERSION,3,1,53.86,CONVERSION,organic_search,google_search,2025-11-13 02:00:00
USR_002563,warm,google_display > meta_conversion > whatsapp_trigger > CONVERSION,4,1,160.53,CONVERSION,google_display,whatsapp_trigger,2025-07-17 17:00:00
USR_002564,warm,meta_awareness > meta_conversion > CONVERSION,3,1,312.7,CONVERSION,meta_awareness,meta_conversion,2025-07-27 01:00:00
USR_002565,hot,google_display > meta_conversion > CONVERSION,3,1,2289.65,CONVERSION,google_display,meta_conversion,2025-12-11 01:00:00
USR_002566,hot,google_search > meta_conversion > whatsapp_trigger > DROP_OFF,4,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-03-30 08:00:00
USR_002567,cold,meta_awareness > meta_conversion > CONVERSION,3,1,128.63,CONVERSION,meta_awareness,meta_conversion,2025-01-16 02:00:00
USR_002568,warm,meta_awareness > whatsapp_trigger > CONVERSION,3,1,222.55,CONVERSION,meta_awareness,whatsapp_trigger,2025-06-09 05:00:00
USR_002569,cold,google_search > email_nurture > CONVERSION,3,1,111.87,CONVERSION,google_search,email_nurture,2025-07-28 01:00:00
USR_002570,hot,google_display > google_search > meta_conversion > CONVERSION,4,1,554.26,CONVERSION,google_display,meta_conversion,2025-10-19 23:00:00
USR_002571,cold,google_display > google_search > meta_conversion > CONVERSION,4,1,80.99,CONVERSION,google_display,meta_conversion,2025-02-23 01:00:00
USR_002572,warm,organic_search > email_nurture > whatsapp_trigger > CONVERSION,4,1,498.25,CONVERSION,organic_search,whatsapp_trigger,2025-01-26 11:00:00
